tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,2003,2,33485,32457,"Madison, WI","San Francisco, CA (Metropolitan Area)",20530,140.3,217.06,12020,-76.75,-0.3536,8510,0.708,"Madison, WI
(43.073926, -89.385244)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,1996,3,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",38140,116.11,187.04,22350,-70.93,-0.3792,15790,0.7065,"Las Vegas, NV
(36.169202, -115.140597)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,1996,2,31454,34614,"Orlando, FL","Salt Lake City, UT",25280,176.95,259.79,15110,-82.84,-0.3189,10170,0.6731,"Orlando, FL
(28.538331, -81.378879)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,1997,2,32070,31454,"Harrisburg, PA","Orlando, FL",29380,91.52,133.63,9140,-42.1,-0.3151,20240,2.2144,"Harrisburg, PA
(40.259572, -76.881821)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1996,4,30189,30693,"Colorado Springs, CO","Nashville, TN",17830,101.45,213.35,2960,-111.9,-0.5245,14870,5.0236,"Colorado Springs, CO
(38.835224, -104.819798)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2009,2,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",31230,199.21,306.49,32660,-107.28,-0.35,-1430,-0.0438,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1996,1,30325,34027,"Denver, CO","West Palm Beach/Palm Beach, FL",17990,163.27,244.32,11480,-81.05,-0.3318,6510,0.5671,"Denver, CO
(39.738453, -104.984853)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 4,2015,4,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",104950,153.02,238.34,66340,-85.32,-0.358,38610,0.582,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2004,3,30868,31703,"Columbia, SC","New York City, NY (Metropolitan Area)",28340,145.61,212.63,17370,-67.02,-0.3152,10970,0.6315,"Columbia, SC
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2013,4,30977,30928,"Chicago, IL","Wichita, KS",21450,191.43,275.23,12330,-83.8,-0.3045,9120,0.7397,"Chicago, IL
(41.775002, -87.696388)","Wichita, KS
(39.960481, -75.605214)"
Table 4,2003,1,30713,30325,"Boise, ID","Denver, CO",18880,133.56,238.36,13150,-104.81,-0.4397,5730,0.4357,"Boise, ID
(43.597772, -83.884521)","Denver, CO
(39.738453, -104.984853)"
Table 4,2001,2,33198,33495,"Kansas City, MO","New Orleans, LA",32630,104.68,160.12,17450,-55.44,-0.3462,15180,0.8699,"Kansas City, MO
(39.099792, -94.578559)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,1996,3,30977,30615,"Chicago, IL","El Paso, TX",28970,154.55,227.23,20470,-72.68,-0.3199,8500,0.4152,"Chicago, IL
(41.775002, -87.696388)","El Paso, TX
(31.76006, -106.492257)"
Table 4,1996,3,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",46220,69.26,110.77,32210,-41.51,-0.3747,14010,0.435,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,1996,2,30647,34614,"Cleveland, OH (Metropolitan Area)","Salt Lake City, UT",17280,141.41,207.34,10500,-65.94,-0.318,6780,0.6457,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,1996,2,30721,31252,"Boston, MA (Metropolitan Area)","Daytona Beach, FL",15820,109.18,164.05,10620,-54.87,-0.3345,5200,0.4896,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Daytona Beach, FL
(29.207056, -81.020739)"
Table 4,2015,1,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",280750,191.33,273.73,217060,-82.4,-0.301,63690,0.2934,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2004,3,31057,30693,"Charlotte, NC","Nashville, TN",21880,142.82,263.43,12900,-120.61,-0.4579,8980,0.6961,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2010,1,33198,33342,"Kansas City, MO","Milwaukee, WI",26030,107.11,206.18,12270,-99.07,-0.4805,13760,1.1214,"Kansas City, MO
(39.099792, -94.578559)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2009,3,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",42090,121.64,176.48,30670,-54.84,-0.3107,11420,0.3724,"Columbus, OH
(39.962649, -82.996216)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 4,1996,4,32211,33214,"Las Vegas, NV","San Antonio, TX",68060,75.88,126.37,32520,-50.5,-0.3996,35540,1.0929,"Las Vegas, NV
(36.169202, -115.140597)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2003,2,30198,30559,"Pittsburgh, PA","Seattle, WA",27620,143.45,267.85,17110,-124.4,-0.4644,10510,0.6143,"Pittsburgh, PA
(40.442169, -79.994945)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2015,3,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",65060,195.32,280.2,47370,-84.88,-0.3029,17690,0.3734,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2000,3,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",37810,185.28,295.62,14800,-110.34,-0.3733,23010,1.5547,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,1996,1,30529,32211,"Hartford, CT","Las Vegas, NV",19540,156.63,235.56,10600,-78.93,-0.3351,8940,0.8434,"Hartford, CT
(41.765775, -72.673356)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,1997,3,31295,30693,"Detroit, MI","Nashville, TN",76010,103.06,165.92,60230,-62.86,-0.3789,15780,0.262,"Detroit, MI
(42.332916, -83.047853)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2001,4,31454,34057,"Orlando, FL","Portland, OR",31450,129.99,191.06,29870,-61.07,-0.3196,1580,0.0529,"Orlando, FL
(28.538331, -81.378879)","Portland, OR
(45.516018, -122.681425)"
Table 4,1999,3,34492,30559,"Raleigh/Durham, NC","Seattle, WA",24220,196.79,319.13,13760,-122.34,-0.3834,10460,0.7602,"Raleigh/Durham, NC
(42.673348, -72.179683)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2018,3,30977,34321,"Chicago, IL","Portland, ME",25260,264.04,339.11,13310,-75.07,-0.2214,11950,0.8978,,
Table 4,2006,2,30792,30977,"Buffalo, NY","Chicago, IL",60830,116.94,191.94,27690,-74.99,-0.3907,33140,1.1968,"Buffalo, NY
(39.945422, -78.64671)","Chicago, IL
(41.775002, -87.696388)"
Table 4,2001,1,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",55630,88.17,235.22,20840,-147.05,-0.6252,34790,1.6694,"Albany, NY
(42.651242, -73.755418)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1999,4,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",24960,164.48,240.86,16400,-76.38,-0.3171,8560,0.522,"Raleigh/Durham, NC
(42.673348, -72.179683)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2003,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",258900,186.58,266.82,195880,-80.24,-0.3007,63020,0.3217,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2002,1,33667,30852,"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",17210,102.98,226.17,15060,-123.19,-0.5447,2150,0.1428,"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2010,3,30255,31454,"Huntsville, AL","Orlando, FL",17330,132.75,307.24,7860,-174.49,-0.5679,9470,1.2048,"Huntsville, AL
(34.729538, -86.585283)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2001,4,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",13160,204.87,322.86,15130,-117.98,-0.3654,-1970,-0.1302,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2003,2,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",54790,146.6,291.65,36540,-145.05,-0.4973,18250,0.4995,"Pittsburgh, PA
(40.442169, -79.994945)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2009,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",39010,248.46,399.51,30480,-151.05,-0.3781,8530,0.2799,"Cincinnati, OH
(39.104427, -84.513808)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2000,1,34492,30559,"Raleigh/Durham, NC","Seattle, WA",15780,195.36,348.16,9440,-152.8,-0.4389,6340,0.6716,"Raleigh/Durham, NC
(42.673348, -72.179683)","Seattle, WA
(47.603229, -122.33028)"
Table 4,1996,3,32211,33495,"Las Vegas, NV","New Orleans, LA",24750,122.15,194.41,13500,-72.27,-0.3717,11250,0.8333,"Las Vegas, NV
(36.169202, -115.140597)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,1996,4,30158,31295,"Atlantic City, NJ","Detroit, MI",29040,68.4,107.65,9790,-39.25,-0.3646,19250,1.9663,"Atlantic City, NJ
(33.748547, -84.391502)","Detroit, MI
(42.332916, -83.047853)"
Table 4,2004,3,33044,34100,"Louisville, KY","Philadelphia, PA",14810,171.48,252.63,9760,-81.15,-0.3212,5050,0.5174,"Louisville, KY
(38.256078, -85.751569)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2007,2,35412,33195,"Knoxville, TN","Tampa, FL (Metropolitan Area)",16100,141.15,243.4,7000,-102.25,-0.4201,9100,1.3,"Knoxville, TN
(35.962631, -83.916677)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2003,3,30198,33570,"Pittsburgh, PA","San Diego, CA",29560,140.21,242.06,15420,-101.85,-0.4207,14140,0.917,"Pittsburgh, PA
(40.442169, -79.994945)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2001,3,30792,32457,"Buffalo, NY","San Francisco, CA (Metropolitan Area)",23200,191.54,273.87,17310,-82.33,-0.3006,5890,0.3403,"Buffalo, NY
(39.945422, -78.64671)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2009,3,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",30380,201.64,362.27,27180,-160.63,-0.4434,3200,0.1177,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1996,4,30189,33214,"Colorado Springs, CO","San Antonio, TX",27140,91.95,159.4,6580,-67.46,-0.4232,20560,3.1246,"Colorado Springs, CO
(38.835224, -104.819798)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2001,4,32211,33667,"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",18960,150.94,248.95,9280,-98.01,-0.3937,9680,1.0431,"Las Vegas, NV
(36.169202, -115.140597)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,2007,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",70210,107.46,216.45,48800,-108.99,-0.5035,21410,0.4387,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2012,1,30325,32600,"Denver, CO","Little Rock, AR",17760,159.92,252.36,11450,-92.44,-0.3663,6310,0.5511,"Denver, CO
(39.738453, -104.984853)","Little Rock, AR
(34.748745, -92.275105)"
Table 4,2005,1,33105,34100,"Cincinnati, OH","Philadelphia, PA",28400,186.41,318.03,19320,-131.63,-0.4139,9080,0.47,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2000,3,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",118180,138.77,208.02,103670,-69.25,-0.3329,14510,0.14,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1999,1,30397,35412,"Atlanta, GA (Metropolitan Area)","Knoxville, TN",14930,110.11,163.1,8880,-53,-0.3249,6050,0.6813,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Knoxville, TN
(35.962631, -83.916677)"
Table 4,1996,1,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",46600,150.21,217.84,33960,-67.63,-0.3105,12640,0.3722,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2013,4,31721,30852,"Flint, MI","Washington, DC (Metropolitan Area)",15450,115.04,188.01,2810,-72.96,-0.3881,12640,4.4982,"Flint, MI
(43.00992, -83.685109)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2005,4,34100,30198,"Philadelphia, PA","Pittsburgh, PA",97380,102.94,264.08,41230,-161.14,-0.6102,56150,1.3619,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2001,4,30423,31454,"Austin, TX","Orlando, FL",27610,115.98,171.45,26160,-55.47,-0.3235,1450,0.0554,"Austin, TX
(30.264979, -97.746598)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2000,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",176190,100.21,147.14,106150,-46.93,-0.319,70040,0.6598,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,1996,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",47590,109.24,205.82,27460,-96.58,-0.4692,20130,0.7331,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,2000,1,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",26410,204.87,342.99,9850,-138.12,-0.4027,16560,1.6812,"Phoenix, AZ
(30.406931, -87.217578)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2001,3,31136,32457,"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",18180,196.26,287.75,18120,-91.5,-0.318,60,0.0033,"Jacksonville, FL
(30.325968, -81.65676)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,1996,2,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",116220,126.55,245.85,76970,-119.31,-0.4853,39250,0.5099,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)"
Table 4,2007,2,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",147270,111.15,223.49,108250,-112.33,-0.5026,39020,0.3605,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2000,2,30257,30466,"Albany, NY","Phoenix, AZ",16430,171.59,282.2,6840,-110.61,-0.3919,9590,1.402,"Albany, NY
(42.651242, -73.755418)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,1996,3,30977,30928,"Chicago, IL","Wichita, KS",14590,173.08,262.56,10630,-89.48,-0.3408,3960,0.3725,"Chicago, IL
(41.775002, -87.696388)","Wichita, KS
(39.960481, -75.605214)"
Table 4,2014,3,30325,33244,"Denver, CO","Memphis, TN",23650,203.63,329.14,10470,-125.51,-0.3813,13180,1.2588,"Denver, CO
(39.738453, -104.984853)","Memphis, TN
(35.143378, -90.052136)"
Table 4,1996,4,30194,32448,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",13490,129.82,215.71,9910,-85.89,-0.3982,3580,0.3613,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Jackson/Vicksburg, MS
(30.325968, -81.65676)"
Table 4,1996,1,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",48930,72.14,108.98,71240,-36.84,-0.338,-22310,-0.3132,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,1997,3,31136,33195,"Jacksonville, FL","Tampa, FL (Metropolitan Area)",17860,71.03,146.53,170,-75.5,-0.5153,17690,104.0588,"Jacksonville, FL
(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2015,2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",48200,214.74,388.22,21890,-173.48,-0.4469,26310,1.2019,"Cincinnati, OH
(39.104427, -84.513808)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2000,1,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",58360,123.2,260.76,31470,-137.56,-0.5275,26890,0.8545,"Milwaukee, WI
(43.041072, -87.909421)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1997,4,30140,31454,"Albuquerque, NM","Orlando, FL",18310,134.64,214.47,9800,-79.83,-0.3722,8510,0.8684,"Albuquerque, NM
(35.084248, -106.649241)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2004,4,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",21850,143.93,233.6,14600,-89.67,-0.3839,7250,0.4966,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1996,1,30189,30466,"Colorado Springs, CO","Phoenix, AZ",53960,65.93,155.2,13680,-89.27,-0.5752,40280,2.9444,"Colorado Springs, CO
(38.835224, -104.819798)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2010,4,30325,33485,"Denver, CO","Madison, WI",14960,187.03,295.7,5520,-108.66,-0.3675,9440,1.7101,"Denver, CO
(39.738453, -104.984853)","Madison, WI
(43.073926, -89.385244)"
Table 4,1998,2,31295,32337,"Detroit, MI","Indianapolis, IN",51070,96.64,190.67,44540,-94.03,-0.4931,6530,0.1466,"Detroit, MI
(42.332916, -83.047853)","Indianapolis, IN
(39.76845, -86.156212)"
Table 4,2009,3,31703,34653,"New York City, NY (Metropolitan Area)","Tulsa, OK",21560,205.84,319.87,18160,-114.03,-0.3565,3400,0.1872,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Tulsa, OK
(61.096484, -160.967455)"
Table 4,1998,1,31295,30693,"Detroit, MI","Nashville, TN",60720,110.84,163.3,59850,-52.46,-0.3212,870,0.0145,"Detroit, MI
(42.332916, -83.047853)","Nashville, TN
(36.166687, -86.779932)"
Table 4,1997,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",91110,117.8,203.7,47250,-85.9,-0.4217,43860,0.9283,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 4,2009,4,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",45310,181.63,323.45,35710,-141.82,-0.4385,9600,0.2688,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,1999,3,30158,34027,"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",13830,106.04,193.67,180,-87.62,-0.4524,13650,75.8333,"Atlantic City, NJ
(33.748547, -84.391502)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 4,1998,4,30397,31267,"Atlanta, GA (Metropolitan Area)","Dayton, OH",46720,113.95,194.53,25030,-80.59,-0.4143,21690,0.8666,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Dayton, OH
(39.760982, -84.192203)"
Table 4,2001,4,31703,30559,"New York City, NY (Metropolitan Area)","Seattle, WA",125340,261.53,416.27,122300,-154.74,-0.3717,3040,0.0249,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2001,4,30792,30466,"Buffalo, NY","Phoenix, AZ",25860,115.92,166.62,18820,-50.71,-0.3043,7040,0.3741,"Buffalo, NY
(39.945422, -78.64671)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2002,1,30397,34685,"Atlanta, GA (Metropolitan Area)","Savannah, GA",14920,74.01,105.94,31140,-31.93,-0.3014,-16220,-0.5209,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Savannah, GA
(40.115007, -111.654713)"
Table 4,1996,1,30189,32457,"Colorado Springs, CO","San Francisco, CA (Metropolitan Area)",53090,117.77,169.35,23660,-51.58,-0.3046,29430,1.2439,"Colorado Springs, CO
(38.835224, -104.819798)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2005,3,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",92780,179.98,259.11,62050,-79.13,-0.3054,30730,0.4952,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Charlotte, NC
(35.222936, -80.840161)"
Table 4,2014,2,30325,33244,"Denver, CO","Memphis, TN",20980,213.49,313.93,10750,-100.44,-0.3199,10230,0.9516,"Denver, CO
(39.738453, -104.984853)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2005,1,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",29350,174.71,252.58,22100,-77.87,-0.3083,7250,0.3281,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2004,2,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",208270,194.13,285.32,123280,-91.18,-0.3196,84990,0.6894,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2009,4,35412,31454,"Knoxville, TN","Orlando, FL",21180,115.32,256.75,6220,-141.43,-0.5509,14960,2.4051,"Knoxville, TN
(35.962631, -83.916677)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2002,3,30713,30325,"Boise, ID","Denver, CO",22530,173.08,248.91,13330,-75.83,-0.3046,9200,0.6902,"Boise, ID
(43.597772, -83.884521)","Denver, CO
(39.738453, -104.984853)"
Table 4,2013,1,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",127200,229.88,356.82,100400,-126.93,-0.3557,26800,0.2669,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2009,2,33105,31453,"Cincinnati, OH","Houston, TX",21180,184.04,448.04,8390,-264,-0.5892,12790,1.5244,"Cincinnati, OH
(39.104427, -84.513808)","Houston, TX
(29.760803, -95.369506)"
Table 4,1999,4,30977,30529,"Chicago, IL","Hartford, CT",94480,147.85,273.78,55730,-125.93,-0.46,38750,0.6953,"Chicago, IL
(41.775002, -87.696388)","Hartford, CT
(41.765775, -72.673356)"
Table 4,1997,3,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",17650,144.05,208.32,13350,-64.27,-0.3085,4300,0.3221,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Des Moines, IA
(41.588822, -93.620309)"
Table 4,2007,2,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",68160,172.97,288.53,50370,-115.56,-0.4005,17790,0.3532,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,1996,3,30194,32448,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",11720,139.73,233.05,9200,-93.32,-0.4004,2520,0.2739,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Jackson/Vicksburg, MS
(30.325968, -81.65676)"
Table 4,2009,3,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",40340,200.44,316.83,31220,-116.39,-0.3674,9120,0.2921,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
